Rank,Name,Net Worth,Num Worth,Age,Gender,Source,Country of Citizenship,What I Learned
#105,Rupert Murdoch,$11.1 B,$11.10,85,Male,media,United States,
#467,"Walter Scott, Jr.",$3.8 B,$3.80,85,Male,"utilities, telecom",United States,
#736,A. Jerrold Perenchio,$2.7 B,$2.70,85,Male,"television, Univision",United States,
#840,Peter Buck,$2.4 B,$2.40,85,Male,Subway sandwich shops,United States,
#1015,David Hains,$2 B,$2,86,Male,finance,Australia,
#1695,Nevaldo Rocha & family,$1.2 B,$1.20,86,Male,retail,Brazil,
#295,Arthur Irving,$5.2 B,$5.20,86,Male,oil,Canada,
#1093,Carlos Ardila Lulle,$1.9 B,$1.90,86,Male,"soft drinks, diversified",Colombia,
#303,Pierre Bellon,$5.2 B,$5.20,86,Male,food services,France,
#164,August von Finck,$8 B,$8,86,Male,investments,Germany,
#1815,Lo Siu-tong,$1 B,$1,86,Male,"real estate, hotels",Hong Kong,
#333,Teh Hong Piow,$4.9 B,$4.90,86,Male,banking,Malaysia,
#776,Yeoh Tiong Lay,$2.5 B,$2.50,86,Male,"construction, real estate",Malaysia,
#969,Arne Wilhelmsen,$2.1 B,$2.10,86,Male,cruise ships,Norway,
#702,Jaran Chiaravanont,$2.8 B,$2.80,86,Male,Diversified,Thailand,
#950,Sarik Tara,$2.2 B,$2.20,86,Male,construction,Turkey,
#4,Warren Buffett,$65.5 B,$65.50,86,Male,Berkshire Hathaway,United States,
#28,George Soros,$24.9 B,$24.90,86,Male,hedge funds,United States,
#119,Donald Newhouse,$10.5 B,$10.50,86,Male,media,United States,
#189,"Edward Johnson, III.",$7.1 B,$7.10,86,Male,money management,United States,
#219,Bruce Halle,$6.3 B,$6.30,86,Male,tires,United States,
#451,"H. Ross Perot, Sr.",$3.9 B,$3.90,86,Male,"computer services, real estate",United States,
#1427,Alan Gerry,$1.4 B,$1.40,86,Male,cable television,United States,
#351,Jim Pattison,$4.8 B,$4.80,87,Male,diversified,Canada,
#1106,Mohamed Al Fayed,$1.8 B,$1.80,87,Male,"retail, investments",Egypt,
#129,Lui Che Woo,$9.7 B,$9.70,87,Male,casinos,Hong Kong,
#1094,Lee Man Tat,$1.9 B,$1.90,87,Male,food,Hong Kong,
#1340,Devendra Jain,$1.5 B,$1.50,87,Male,chemicals,India,
#914,Mochtar Riady,$2.2 B,$2.20,87,Male,diversified,Indonesia,
#69,Pallonji Mistry,$13.7 B,$13.70,87,Male,construction,Ireland,
#353,Wee Cho Yaw,$4.8 B,$4.80,87,Male,banking,Singapore,
#184,Gordon Moore,$7.2 B,$7.20,87,Male,Intel,United States,
#256,Michael & Marian Ilitch,$5.8 B,$5.80,87,Male,pizza,United States,
#291,Whitney MacMillan,$5.3 B,$5.30,87,Male,Cargill,United States,
#523,Bernard Marcus,$3.6 B,$3.60,87,Male,Home Depot,United States,
#530,Archie Aldis Emmerson,$3.5 B,$3.50,87,Male,"timberland, lumber mills",United States,
#1054,W. Herbert Hunt,$1.9 B,$1.90,87,Male,oil,United States,
#1369,Fayez Sarofim,$1.5 B,$1.50,87,Male,money management,United States,
#194,James Irving,$7 B,$7,88,Male,diversified,Canada,
#19,Li Ka-shing,$31.9 B,$31.90,88,Male,diversified,Hong Kong,
#30,Lee Shau Kee,$24.5 B,$24.50,88,Male,real estate,Hong Kong,
#1031,Luigi Rovati,$2 B,$2,88,Male,pharmaceuticals,Italy,
#1591,Shoji Uehara,$1.2 B,$1.20,88,Male,pharmaceuticals,Japan,
#703,Sergio Mantegazza,$2.8 B,$2.80,88,Male,travel,Switzerland,
#1332,Suhon Lin,$1.5 B,$1.50,88,Male,petrochemicals,Taiwan,
#1332,Tseng Shin-Yi,$1.5 B,$1.50,88,Male,petrochemicals,Taiwan,
#118,"Samuel Newhouse, Jr.",$10.5 B,$10.50,88,Male,media,United States,
#392,Sheldon Solow,$4.4 B,$4.40,88,Male,real estate,United States,
#602,Herbert Louis,$3.2 B,$3.20,88,Male,cleaning products,United States,
#1202,Sanford Diller,$1.7 B,$1.70,88,Male,real estate,United States,
#1277,Billy Joe (Red) McCombs,$1.6 B,$1.60,88,Male,"real estate, oil, cars",United States,
#1503,Sidney Kimmel,$1.3 B,$1.30,88,Male,retail,United States,
#1810,Alberto Roemmers,$1.1 B,$1.10,89,Male,pharmaceuticals,Argentina,
#1154,Jean Coutu,$1.8 B,$1.80,89,Male,pharmacies,Canada,
#125,Pierre Castel & family,$10 B,$10,89,Male,wine,France,
#225,Goh Cheng Liang,$6.3 B,$6.30,89,Male,paints,Singapore,
#381,Charles Dolan,$4.5 B,$4.50,89,Male,cable television,United States,
#817,Tom Benson,$2.5 B,$2.50,89,Male,New Orleans Saints,United States,
#1355,Manuel Moroun,$1.5 B,$1.50,89,Male,transportation,United States,
#1530,Wilma Tisch,$1.3 B,$1.30,89,Male,diversified,United States,
#349,Albert Frere,$4.9 B,$4.90,90,Male,investments,Belgium,
#230,Curt Engelhorn,$6.2 B,$6.20,90,Male,pharmaceuticals,Germany,
#1771,Harjo Sutanto,$1.1 B,$1.10,90,Male,consumer goods,Indonesia,
#269,Stef Wertheimer,$5.6 B,$5.60,90,Male,metalworking tools,Israel,
#806,Bernardo Caprotti,$2.5 B,$2.50,90,Male,grocery stores,Italy,
#1573,Nobutoshi Shimamura,$1.3 B,$1.30,90,Male,retail,Japan,
#408,Jeronimo Arango,$4.3 B,$4.30,90,Male,retail,Mexico,
#1768,Gjert Wilhelmsen,$1.1 B,$1.10,90,Male,cruise ships,Norway,
#246,"John Gokongwei, Jr.",$6 B,$6,90,Male,diversified,Philippines,
#86,Hans Rausing,$12.5 B,$12.50,90,Male,packaging,Sweden,
#490,Luo Jye,$3.7 B,$3.70,90,Male,tires,Taiwan,
#276,Richard DeVos,$5.4 B,$5.40,90,Male,Amway,United States,
#294,Ted Lerner,$5.3 B,$5.30,90,Male,real estate,United States,
#1044,Peter Peterson,$2 B,$2,90,Male,investments,United States,
#1292,David Gottesman,$1.6 B,$1.60,90,Male,investments,United States,
#1304,Maurice Alter,$1.6 B,$1.60,91,Male,real estate,Australia,
#1537,Stephen Jarislowsky,$1.3 B,$1.30,91,Male,money management,Canada,
#54,Serge Dassault,$16.3 B,$16.30,91,Male,aviation,France,
#49,Cheng Yu-tung,$16.6 B,$16.60,91,Male,diversified,Hong Kong,
#890,Fong Yun Wah,$2.3 B,$2.30,91,Male,real estate,Hong Kong,
#595,Kunio Busujima,$3.2 B,$3.20,91,Male,pachinko machines,Japan,
#83,Henry Sy,$13 B,$13,91,Male,SM Investments Corporation,Philippines,
#889,Mohammed Al Issa,$2.3 B,$2.30,91,Male,investments,Saudi Arabia,
#773,"Stephen Bechtel, Jr.",$2.5 B,$2.50,91,Male,"engineering, construction",United States,
#318,Karl-Heinz Kipp,$5.1 B,$5.10,92,Male,retail,Germany,
#456,Masatoshi Ito,$3.9 B,$3.90,92,Male,retail,Japan,
#103,Robert Kuok,$11.2 B,$11.20,92,Male,palm oil/shipping/real estate,Malaysia,
#1045,Saif Al Ghurair,$2 B,$2,92,Male,diversified,United Arab Emirates,
#843,Alexander Spanos,$2.4 B,$2.40,92,Male,real estate,United States,
#1017,S. Daniel Abraham,$2 B,$2,92,Male,Slim-Fast,United States,
#1524,Charles Munger,$1.3 B,$1.30,92,Male,Berkshire Hathaway,United States,
#1212,Stanley Perron,$1.7 B,$1.70,93,Male,"property, retail",Australia,
#11,Liliane Bettencourt,$39.2 B,$39.20,93,Male,L'Oreal,France,
#1485,Tang Hsiang-chien,$1.3 B,$1.30,93,Male,"textiles, electronics",Hong Kong,
#367,Sumner Redstone,$4.7 B,$4.70,93,Male,Media,United States,
#759,David Murdock,$2.6 B,$2.60,93,Male,"Dole, real estate",United States,
#790,Dean White,$2.5 B,$2.50,93,Male,"billboards, hotels",United States,
#674,David Consunji,$2.9 B,$2.90,94,Male,construction,Philippines,
#878,Aloysio de Andrade Faria,$2.3 B,$2.30,95,Male,banking,Brazil,
#1327,George Joseph,$1.5 B,$1.50,95,Male,insurance,United States,
#822,Henry Hillman,$2.5 B,$2.50,97,Male,investments,United States,
#1489,C.F. Chan,$1.3 B,$1.30,98,Male,hotels,Hong Kong,
#1208,Chang Yun Chung,$1.7 B,$1.70,98,Male,shipping,Singapore,
#614,"David Rockefeller, Sr.",$3.2 B,$3.20,101,Male,"oil, banking",United States,
#354,Carlos and Alejandro Bulgheroni,$4.8 B,$4.80,-,Male,oil and gas,Argentina,
#1787,Maurizio Billi,$1.1 B,$1.10,-,Male,Generic drugs,Brazil,
#1544,Lu Di,$1.3 B,$1.30,-,Male,drones,China,
#1672,Huang Chulong,$1.2 B,$1.20,-,Male,real estate,China,
#1728,Swift Xie,$1.1 B,$1.10,-,Male,drones,China,
#1733,Li Yong,$1.1 B,$1.10,-,Male,chemicals,China,
#1834,Lu Feng,$1 B,$1,-,Male,financial information,China,
#559,Martin & Olivier Bouygues,$3.4 B,$3.40,-,Male,"construction, media",France,
#23,Beate Heister & Karl Albrecht Jr.,$27.2 B,$27.20,-,Male,supermarkets,Germany,
#112,Udo & Harald Tschira,$10.7 B,$10.70,-,Male,Software,Germany,
#638,Guenther Lehmann,$3.1 B,$3.10,-,Male,drug stores,Germany,
#764,Michael & Reiner Schmidt-Ruthenbeck,$2.6 B,$2.60,-,Male,retail,Germany,
#903,Herman Langness,$2.3 B,$2.30,-,Male,food wholesale and retail,Germany,
#1033,Fritz Draexlmaier,$2 B,$2,-,Male,auto parts,Germany,
#1198,Klaus-Peter Schulenberg,$1.7 B,$1.70,-,Male,ticketing service,Germany,
#43,Thomas & Raymond Kwok,$18.1 B,$18.10,-,Male,real estate,Hong Kong,
#618,Yeung Kin-man,$3.1 B,$3.10,-,Male,electronics,Hong Kong,
#645,Lam Wai Ying,$3 B,$3,-,Male,Electronics,Hong Kong,
#263,Shashi & Ravi Ruia,$5.7 B,$5.70,-,Male,diversified,India,
#473,Sudhir & Samir Mehta,$3.8 B,$3.80,-,Male,diversified,India,
#503,Kuldip Singh & Gurbachan Singh Dhingra,$3.7 B,$3.70,-,Male,paints,India,
#557,Kapil & Rahul Bhatia,$3.4 B,$3.40,-,Male,Airlines,India,
#1466,Malvinder & Shivinder Singh,$1.4 B,$1.40,-,Male,healthcare,India,
#228,Augusto & Giorgio Perfetti,$6.2 B,$6.20,-,Male,candy,Italy,
#492,Paolo & Gianfelice Mario Rocca,$3.7 B,$3.70,-,Male,pipe manufacturing,Italy,
#1784,Alberto Prada,$1.1 B,$1.10,-,Male,Prada,Italy,
#1005,Jose and Francisco Jose Calderon Rojas,$2.1 B,$2.10,-,Male,beverages,Mexico,
#1348,Abdullah Al Rajhi,$1.5 B,$1.50,-,Male,banking,Saudi Arabia,
#158,Robert & Philip Ng,$8.4 B,$8.40,-,Male,real estate,Singapore,
#320,Willi & Isolde Liebherr,$5 B,$5,-,Male,construction,Switzerland,
#160,Daniel Tsai & family,$8.2 B,$8.20,-,Male,finance,Taiwan,
#998,T.Y. Tsai,$2.1 B,$2.10,-,Male,finance,Taiwan,
#1025,Scott Lin,$2 B,$2,-,Male,optical components,Taiwan,
#1203,Tsai Cheng-da,$1.7 B,$1.70,-,Male,finance,Taiwan,
#1568,Kiat Chiaravanont,$1.3 B,$1.30,-,Male,food,Thailand,
#237,Majid Al Futtaim,$6.1 B,$6.10,-,Male,"real estate, retail",United Arab Emirates,
#344,Abdulla bin Ahmad Al Ghurair,$4.9 B,$4.90,-,Male,diversified,United Arab Emirates,
#630,Abdulla Al Futtaim,$3.1 B,$3.10,-,Male,"auto dealers, investments",United Arab Emirates,
#62,Hinduja family,$14.8 B,$14.80,-,Male,Hinduja Group,United Kingdom,
#400,Ian & Richard Livingstone,$4.3 B,$4.30,-,Male,real estate,United Kingdom,
#1478,Mary & Douglas Perkins,$1.3 B,$1.30,-,Male,retail,United Kingdom,
#199,Hank & Doug Meijer,$6.8 B,$6.80,-,Male,supermarkets,United States,
